"lo_discount","lo_extendedprice","lo_orderdate"
6,4747556,19930925
5,4528920,19940619
6,4512612,19940815
7,6236672,19951010
6,6092485,19970618
7,5892945,19950103
7,3562520,19921120
6,3942930,19950903
6,4627402,19920627
6,3405024,19940225
6,5791200,19920327
5,3612128,19931023
7,3514728,19960123
6,4097385,19920619
5,4419954,19960123
7,3105030,19931111
6,5805711,19960908
6,3608145,19960504
5,4601487,19950119
7,5072733,19940529
7,4701367,19970424
6,4632758,19921007
6,5183190,19941209
5,4890390,19980622
5,3328624,19980622
5,3979757,19930418
7,5741797,19980522
6,3494340,19961205
5,3346728,19920925
7,6308376,19970327
6,2769284,19920721
5,4262301,19921218
5,3280103,19960721
6,5360520,19940716
5,2870289,19940716
5,4076906,19970827
7,3382596,19920926
5,3178448,19970514
6,6044504,19931125
7,6106765,19930812
6,4609753,19961001
5,5906688,19961001
5,3792068,19920109
5,4437264,19940610
5,4557698,19950701
5,4449324,19950701
6,3039519,19940401
7,2883843,19921203
6,6153906,19921203
5,7241360,19970720
7,3954093,19980503
6,6091470,19951222
7,6384792,19930223
5,3210822,19971224
6,4553586,19950415
6,5349577,19970204
6,3536238,19950717
7,6085856,19920108
6,4601322,19941217
6,4644437,19960103
7,3048840,19950402
5,3253328,19971116
7,4429944,19940218
7,4598124,19970804
7,3063452,19920829
5,5411918,19950819
7,3398720,19960416
7,4410855,19961121
5,5484032,19941204
7,3672330,19970327
6,3383156,19970327
6,4609280,19980314
5,3701100,19940114
7,3928568,19970106
5,3346720,19971202
6,4137770,19970421
5,6891255,19930416
7,4523050,19940206
7,3754813,19930905
5,4464936,19920719
7,5530746,19920108
5,5509728,19960520
5,4905117,19920105
6,5363960,19921207
7,5544448,19950902
6,4271288,19930528
5,4519515,19930528
7,4363356,19940320
7,6010214,19950429
7,5399130,19961125
7,3985464,19941201
5,5939538,19961110
5,3184930,19980623
6,4761470,19930115
5,5094372,19930521
5,3801370,19970123
6,4154837,19980520
5,4721158,19970508
5,4187326,19950912
5,4363033,19980527
7,4054804,19951116
6,3828240,19920913
5,4856064,19920223
7,5792550,19940812
6,4595916,19931031
6,3862752,19970609
5,4456890,19960704
7,4708704,19930301
6,4728827,19950901
6,3978531,19970417
5,4498592,19920625
6,5361977,19920126
7,5500078,19940528
6,3537897,19960424
6,3901352,19970817
6,5215008,19980616
6,3513270,19961005
5,5726520,19950812
5,6220302,19920602
6,5755044,19930408
6,3849810,19941218
5,5992371,19940621
7,4244786,19970109
5,3220336,19931229
6,5153280,19930524
5,5691290,19920113
6,4820620,19930307
5,3893064,19930530
7,4720060,19941104
7,4928748,19920101
5,2969408,19920214
5,4043175,19930714
6,3373367,19920731
6,4817736,19960911
7,4759802,19960911
7,4942080,19980111
5,5185308,19960616
7,5247662,19930119
5,6833830,19940627
7,4148534,19950204
7,4224864,19960816
6,5460294,19940110
5,5556243,19950416
7,3769062,19950708
5,5245857,19960818
7,3782341,19940901
5,3444336,19940901
5,5182528,19950421
6,4444680,19950326
6,5996288,19930802
7,5897880,19920430
7,5743556,19940326
6,3851092,19940326
5,4802330,19940326
5,4630989,19930414
7,4571105,19960507
6,3338132,19951125
6,4197095,19951125
7,6490328,19960531
5,4626626,19920909
5,5179934,19930915
5,5502465,19930314
6,3683934,19920129
7,3537324,19930429
7,5702520,19920826
7,3521879,19920829
5,4213742,19940802
5,3290105,19921214
5,4096050,19930621
6,3624291,19941125
5,2706808,19970628
7,3616272,19941219
5,4710585,19970610
6,3724526,19960312
7,5042549,19951017
6,4276128,19951017
5,3312708,19970904
7,4521798,19950616
7,4282688,19940713
7,3851983,19980110
6,3556548,19970814
5,5452172,19920117
6,5083552,19951102
5,4189185,19951102
7,5346962,19940121
6,5539446,19950514
6,4922120,19950129
5,4699920,19930823
6,3210822,19930910
7,4893598,19930910
7,4198012,19960306
7,4557727,19970117
6,4765068,19950527
5,5859876,19970722
5,6377958,19950424
5,3706170,19940410
6,4180071,19980331
5,4400824,19971220
7,5535404,19941114
7,5983808,19941021
6,3997455,19920714
5,5235156,19920226
7,4284225,19920226
7,4836296,19950731
7,3234672,19920219
5,4484850,19951105
6,4400340,19980408
5,6606534,19980301
5,5463281,19970816
7,2972940,19930611
7,4866260,19960229
7,5724339,19960229
5,4850859,19961216
7,5615670,19930425
7,4754898,19951209
7,3991488,19971121
6,5351049,19940726
5,5258310,19921019
6,5567310,19921019
6,5521426,19921021
6,5750730,19951005
7,4452910,19970917
6,5413312,19940806
6,4621988,19961108
5,4718376,19980226
5,4492785,19941228
6,3139136,19970912
7,5804880,19970912
5,4201170,19970714
5,3347488,19970702
5,3977094,19970702
6,3690240,19920628
6,6180230,19950212
7,3456593,19940904
7,5734925,19951204
6,5980192,19940312
5,4802919,19920824
7,5129074,19961213
7,5269504,19960819
5,4260880,19960819
6,6348125,19960819
7,3978840,19980106
5,3761964,19960129
5,3969054,19951003
5,4955288,19920408
7,3975296,19930101
5,3814816,19940506
5,4805082,19940506
6,4736985,19920917
5,5262715,19940524
7,4462290,19920527
6,4006761,19980208
5,3437802,19970926
6,3986885,19940428
6,5140772,19960815
5,3675366,19930528
7,6719720,19920127
7,4420140,19980129
7,4195594,19930408
6,3513540,19930206
6,3379434,19921016
6,5670078,19960515
5,3264300,19930208
5,5053272,19930208
5,2805556,19960812
5,4756779,19971106
6,5029950,19971106
7,4254684,19940117
7,4408020,19921016
6,4117761,19971130
6,4835721,19950323
6,5054062,19950806
7,5399549,19960421
7,6635930,19920323
7,3345179,19961114
6,3754242,19920330
7,2724428,19970917
6,4603950,19950601
5,3533024,19970818
6,5675968,19920302
7,4175688,19960413
5,5011038,19961019
6,3709808,19950208
6,4989218,19961119
6,4635008,19950211
5,5384340,19921030
7,4297468,19970923
6,3411156,19971207
5,4889268,19971207
6,5045868,19961128
6,5725173,19970312
6,4215121,19940506
7,4124952,19930615
6,5356316,19930615
5,5009920,19930430
7,4204424,19920628
6,2808234,19940509
7,3587272,19920218
5,3900042,19920523
7,4458576,19950108
6,3917004,19971112
6,5104400,19950303
7,4763154,19980321
6,3552160,19920514
7,4445038,19950226
5,3661504,19950505
6,2719574,19930730
6,3125079,19960503
6,4615710,19940411
7,4832982,19950602
5,5358794,19960727
6,3925406,19920222
6,5448030,19970312
7,3676365,19920621
7,5381208,19970122
5,2581600,19980512
5,3590560,19940612
5,5881113,19940612
7,6173195,19941002
6,2956434,19940920
6,4670144,19960219
7,4029344,19940913
6,6079840,19920712
6,5573597,19950307
7,5193328,19970525
6,4990496,19920305
6,5687790,19980513
5,5111594,19960123
5,4375910,19960123
7,5132577,19971001
5,4557364,19940829
5,4952127,19941104
5,5024217,19941104
5,5503680,19961217
5,3924416,19920216
6,3799725,19960223
7,4493357,19960403
6,4603410,19950703
6,4397220,19941102
6,5062443,19971108
7,5035149,19930102
5,3775815,19960927
5,6728498,19951206
7,5351148,19960531
5,3683556,19970430
5,6207992,19941028
6,3962805,19940517
6,4613571,19980620
7,6231656,19960114
5,4866576,19970429
5,3728640,19970429
5,4013328,19920407
6,3228764,19941222
7,3901274,19940306
6,3158993,19960831
5,4721696,19930126
5,6210950,19950301
5,6282520,19930203
6,5164291,19931019
7,4456620,19940701
6,3989169,19970725
6,4342977,19950620
7,4736935,19941231
6,4527279,19941113
7,5176228,19941113
6,6544580,19950829
7,3829213,19970920
7,5976896,19980614
5,4077552,19971026
7,3540933,19970519
6,4750905,19970519
6,5831697,19970109
7,3559048,19940716
6,4250850,19951117
5,3716544,19920901
7,4792980,19960225
6,4052754,19940304
7,4445000,19980609
7,5020920,19941203
7,5650176,19941203
5,3529664,19961121
6,3529996,19941024
5,6073024,19940810
5,2943136,19970204
5,5391200,19960619
6,3312177,19930425
6,5172876,19960317
6,4886070,19950510
7,3846990,19941014
7,4904160,19970702
6,3811808,19970318
7,3976544,19950126
5,4934754,19950103
5,6272320,19921024
6,5608925,19920923
6,4894776,19960306
7,5929248,19980121
7,5204836,19980121
6,5183514,19980503
5,2751034,19930627
6,4317404,19950803
7,3333198,19950803
7,6427971,19921224
5,4155025,19980526
5,3825930,19960306
7,4379914,19970419
6,4937010,19950406
5,5078668,19970331
6,4846036,19950119
6,4502706,19950119
5,3315924,19920118
7,5132040,19930411
6,5622501,19941223
6,3537567,19980417
7,4075839,19940102
5,2868060,19930423
7,5906307,19920929
5,3978592,19980612
7,3158274,19960103
6,4557084,19940101
7,5152870,19940716
5,3279330,19940716
7,5624370,19960519
6,5280984,19961004
6,3671668,19970201
5,5017005,19920819
5,4829517,19920819
5,5323712,19960729
5,5666746,19931117
7,4214595,19971024
7,5262920,19920222
5,5391890,19980121
6,6286071,19940724
7,5932839,19941124
6,6521376,19941124
6,5669730,19970612
6,3579212,19931029
5,5810409,19931221
5,4044320,19940303
6,4740640,19930930
7,4946160,19961029
6,6024290,19921001
5,5594890,19940704
6,5591460,19950511
5,3948453,19960725
6,5034190,19920715
6,5272224,19970222
7,4756992,19970222
7,3408320,19950309
5,2997210,19961026
6,2532627,19950204
7,3378703,19960907
5,4970106,19950309
5,5024220,19980106
5,4966276,19960526
7,3815104,19941230
5,4375140,19980603
5,3433332,19940123
5,5225887,19951010
5,2943538,19920904
7,5915884,19980115
7,4791840,19970709
5,4720526,19920319
7,4420350,19970928
6,5069010,19950817
7,3037398,19960131
7,3498660,19930517
5,5716028,19931015
5,4668924,19960209
7,4634586,19920509
6,5227830,19920320
5,5280436,19941009
5,5970290,19930820
6,3804840,19980118
5,4810650,19971010
6,4420440,19941019
5,4456620,19960618
7,5249370,19940713
7,4945440,19950813
6,3155171,19940803
7,4642680,19940422
6,3880292,19970424
5,4549376,19980126
7,4741672,19921206
7,5964152,19941216
7,4744462,19971004
7,4519560,19920205
6,2991531,19950605
7,4314189,19940516
6,4039574,19940919
6,3790535,19970113
7,3043908,19921129
7,4261896,19921129
7,4760698,19950130
7,5663490,19960617
5,4697420,19921024
5,5473479,19930929
7,3599565,19960628
5,5627640,19931222
6,4876756,19971009
6,5153664,19960427
7,4684380,19931229
7,3940050,19970603
5,3596248,19941025
6,5387250,19960728
7,5468064,19970730
7,4713358,19931102
7,4625428,19950531
6,3657538,19940504
7,4013688,19930906
6,4900770,19930906
7,3916131,19950825
5,2810943,19950825
7,5129520,19921229
7,4131918,19930407
5,5548504,19970302
5,5975706,19941007
7,6599264,19920223
5,4363660,19961220
6,5811925,19950210
6,4025940,19920612
5,5820309,19950415
7,4759128,19961130
5,6106275,19980610
6,2800008,19940217
6,4999435,19960617
5,4955010,19930724
7,4975040,19950616
5,2966368,19950616
7,5139684,19951206
7,3364261,19971108
6,3668210,19960919
5,4883930,19960109
7,4471110,19980612
7,5685890,19941226
6,4508770,19970102
6,4583450,19920127
6,3223304,19970318
6,4502347,19960728
5,6827132,19940424
5,4414725,19980619
7,3553408,19980619
7,4527085,19930122
6,5210322,19941112
6,4506976,19920826
5,5306496,19980710
5,5002348,19960130
6,5054157,19960130
6,6029380,19930724
