"lo_discount","lo_extendedprice","lo_orderdate"
6,4819800,19980722
6,4312308,19971112
7,4965836,19971221
5,5735852,19931207
6,5194503,19961009
5,3171486,19961106
5,3146935,19960409
6,3897012,19931230
7,4417586,19931230
5,5050416,19931023
7,5459670,19980705
7,6162345,19951023
6,6122221,19961022
7,3971968,19980120
5,4901066,19921225
6,3500562,19921225
7,5118849,19921225
6,3085992,19940526
6,3851523,19980215
6,3369465,19980404
7,6454272,19971129
6,3230200,19971129
7,3968768,19920118
7,3663222,19920118
6,5067549,19971006
7,5548163,19940329
6,6307136,19950526
7,5017180,19970808
7,4170740,19971021
6,4185715,19971021
6,4677848,19960708
5,6137248,19950814
5,5988952,19960828
7,4716922,19970128
7,4294170,19921006
7,3247790,19970506
6,4446190,19930124
6,4724190,19930124
7,4393410,19980123
6,6355272,19970410
7,5929248,19950929
5,4601733,19941105
7,3444660,19960323
7,3088160,19970523
6,4352714,19930118
5,5006296,19940513
7,3355072,19930228
7,3978306,19920415
6,5042280,19930502
7,3630472,19971221
7,5417636,19940827
7,5975409,19980310
6,3065590,19920309
6,3179068,19951018
5,4878522,19951018
7,3495210,19970924
7,5381544,19920913
6,3888945,19920913
7,3944457,19920913
7,3670989,19971227
5,4527090,19971227
7,5163240,19960418
7,6207135,19961108
7,5694612,19930226
7,5459916,19930703
5,7027755,19941225
6,4972024,19920827
7,3870748,19950602
5,5945660,19950602
6,3834112,19970705
6,5051436,19960131
5,4361708,19970412
7,5864890,19920212
5,4582305,19941020
6,4743620,19930318
6,6109324,19930729
6,3450180,19950903
5,5108215,19930103
6,6694870,19930723
5,5183892,19921205
5,4599036,19930406
5,3745352,19930406
7,4315977,19920520
7,4901066,19950702
5,4955232,19960323
6,5990820,19970225
7,3516330,19970225
7,3248551,19920603
7,4192838,19930106
7,3893018,19941020
5,6348837,19941020
7,4151574,19921220
7,6279222,19960124
5,4536788,19960616
5,5191614,19970310
5,3726975,19920111
7,4755188,19920706
6,4818184,19971004
6,6139652,19980421
6,5616828,19980421
7,5707840,19950525
7,2765043,19970424
5,4409421,19950720
6,3425683,19980107
7,6031328,19980309
6,6194460,19941124
6,5550670,19960206
5,4521381,19950621
6,4239768,19950130
7,3435234,19950416
6,5084296,19940730
7,4311456,19921212
6,5119929,19950405
5,4218130,19931214
6,4479079,19970723
7,4287679,19930419
7,4367064,19920131
6,5514156,19920131
6,4997220,19950418
7,5174505,19980313
7,4396823,19931226
5,3300198,19920608
5,4528437,19980328
6,5285478,19971118
5,3192634,19920716
5,4365689,19980216
5,4690770,19920929
5,4247484,19980107
6,3164805,19930924
7,5216250,19960911
6,3848236,19960911
6,5750844,19950612
5,4619524,19931101
5,5326992,19961218
6,5077900,19980625
7,4929496,19931128
5,4733400,19931128
5,5567040,19930610
7,4410650,19951202
7,3360728,19951202
6,3932208,19951027
5,4539136,19931007
6,4925481,19920821
6,3376200,19971030
6,4705511,19960720
5,5237190,19940906
5,6344094,19940906
5,4891285,19980521
5,4057080,19970703
7,4645410,19970504
5,4588740,19941107
6,3323603,19950814
5,4834970,19950518
6,5985790,19950518
5,3996861,19930330
6,3952095,19950429
7,5875226,19931105
7,3115424,19920204
7,5505984,19930519
6,5470092,19971128
7,2958000,19970807
7,4932608,19971016
7,5196696,19971016
5,4952304,19950627
5,4949212,19950627
6,5540820,19950609
5,5855488,19940424
7,3083077,19970811
5,5809580,19970811
7,4195257,19950122
5,5698210,19930105
6,4493264,19921210
5,5076943,19930411
6,3323762,19960715
7,5405820,19950320
7,4087104,19930903
5,4810620,19951020
7,2916108,19970531
6,4826388,19920815
7,3725024,19920815
7,6636528,19970321
5,5545785,19970321
6,5119173,19920628
6,5767410,19930601
5,2803034,19980404
7,5030900,19950801
6,4343488,19960501
7,4779555,19970918
7,5588376,19960716
5,4466805,19930429
5,3742761,19920613
7,6357830,19950225
6,5598705,19950114
6,3290298,19950205
7,6253975,19960909
5,3399006,19930428
6,5367572,19930428
5,4740549,19960126
6,4310493,19960925
6,5780775,19950712
7,5663550,19931015
6,5402773,19951017
6,3688048,19960326
6,3730748,19970413
6,5217824,19951118
7,4919018,19920209
7,4019036,19980403
5,6714762,19951009
6,6122788,19971208
6,4624137,19930911
6,5295330,19930106
6,5055400,19941104
7,4576796,19921018
7,4490592,19971109
5,4450576,19940731
5,2797312,19940808
5,3434886,19930706
7,5291496,19940831
7,5822939,19980515
6,5622243,19980517
6,5689394,19970221
7,3227162,19930919
7,4351160,19980220
5,6442524,19980220
5,5263916,19950831
5,3750630,19960412
5,5910310,19920309
5,4923475,19960120
6,7059430,19930816
5,5271802,19960124
6,6524498,19940211
7,3297159,19980713
7,5985540,19970721
7,5792520,19970326
7,4310628,19970428
7,4826217,19970906
5,4816980,19950129
6,3078300,19920826
6,4548796,19930208
6,4262944,19950821
5,4757506,19920606
7,3737162,19950120
7,4687436,19951026
5,5988708,19950101
5,6249440,19941130
5,3161480,19980227
5,3500064,19980615
6,6099136,19940513
5,4869249,19950316
5,3378270,19940418
6,3750422,19940418
5,6007490,19931110
5,4753824,19950112
6,5792308,19920101
6,3063138,19921224
6,2831024,19951030
7,4648671,19980303
6,3116394,19980525
5,4204406,19940331
6,4859225,19930825
5,3937589,19931205
7,5539611,19930304
7,3558880,19970505
6,5669471,19970505
5,4142778,19980128
5,4719982,19920323
6,3120160,19920919
5,5123100,19940414
5,4080768,19940414
7,5836192,19970204
7,5809090,19971114
5,4669392,19931008
6,5612128,19970117
7,3727109,19950127
5,3458392,19930905
5,6432698,19980316
7,3318000,19950326
7,6583137,19970814
5,3259413,19920306
6,3183597,19931206
5,4836608,19940404
5,3227035,19940305
7,3195060,19961104
5,3797226,19940508
5,5767476,19940508
7,3454640,19930515
7,5010984,19970626
5,2824200,19961228
7,3621513,19970514
5,3416283,19920925
7,3737110,19930109
7,6589765,19921209
7,6454144,19940402
5,3799200,19970422
6,4607295,19920504
7,3528280,19980114
5,4623743,19980514
6,5394400,19950223
6,6081859,19940613
5,5861170,19961109
6,5012864,19961109
7,3088732,19941213
7,5619180,19950620
7,5609820,19940609
7,3766455,19970721
5,3591744,19940703
5,5219010,19971016
7,4882730,19971016
6,5367549,19940129
6,3943929,19930731
5,3616938,19960330
6,4458194,19920813
6,3341676,19970608
6,3731035,19960112
7,4885980,19960112
5,4773418,19940617
6,3863815,19930314
7,5390190,19960914
7,6193769,19930124
5,4970220,19980220
6,5717728,19931209
5,5609142,19920321
5,4548654,19931102
5,4622280,19920814
7,5562171,19930519
6,5086956,19970718
5,3745248,19930129
7,5637485,19960614
7,4554340,19961225
6,6003550,19961027
6,3069030,19951109
6,3286720,19951109
6,3187044,19960410
7,5973205,19971231
5,3539232,19980422
6,3876000,19950711
6,5721439,19970526
7,2748200,19930809
5,5558981,19930607
6,5126880,19950128
7,5762368,19940116
6,4174508,19950526
7,3867897,19950517
6,5328378,19940320
7,5631424,19920510
6,5110830,19980306
5,4264102,19971004
7,4417892,19970916
6,4045170,19930508
6,4411120,19940424
7,4462092,19950504
7,5429408,19920316
7,3050829,19950417
7,6034592,19950417
7,4523090,19920702
7,6659103,19920625
5,5471400,19920518
6,5833311,19980517
5,4394655,19980322
7,5326576,19940227
7,4770183,19950715
7,3413255,19940119
7,3872736,19960712
5,4632992,19930420
5,3676761,19931017
7,4003692,19971220
7,4405293,19971220
6,6101502,19960201
